State,State Name,Year,Month,Indicator,Data Value,Predicted Value,Percent Complete,Percent Pending Investigation,Footnote
ME,ME,2017,August,"Synthetic opioids, excl. methadone (T40.4)",238,240,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2017,September,"Synthetic opioids, excl. methadone (T40.4)",243,245,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2017,October,"Synthetic opioids, excl. methadone (T40.4)",258,261,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2017,November,"Synthetic opioids, excl. methadone (T40.4)",254,257,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2017,December,"Synthetic opioids, excl. methadone (T40.4)",262,265,100,0,Numbers may differ from published reports using final data. See Technical Notes.
ME,ME,2018,January,"Synthetic opioids, excl. methadone (T40.4)",265,264,100,0,Underreported due to incomplete data.
ME,ME,2018,February,"Synthetic opioids, excl. methadone (T40.4)",271,271,100,0,Underreported due to incomplete data.
ME,ME,2018,March,"Synthetic opioids, excl. methadone (T40.4)",272,273,100,0,Underreported due to incomplete data.
ME,ME,2018,April,"Synthetic opioids, excl. methadone (T40.4)",267,269,100,0,Underreported due to incomplete data.
ME,ME,2018,May,"Synthetic opioids, excl. methadone (T40.4)",264,267,100,0,Underreported due to incomplete data.
ME,ME,2018,June,"Synthetic opioids, excl. methadone (T40.4)",263,268,100,0,Underreported due to incomplete data.
MI,MI,2015,January,Number of Deaths,93274,,100,0.045028625340395,Numbers may differ from published reports using final data. See Technical Notes.
MI,MI,2015,February,Number of Deaths,93559,,100,0.045960303124232,Numbers may differ from published reports using final data. See Technical Notes.
MI,MI,2015,March,Number of Deaths,94086,,100,0.045702867589227,Numbers may differ from published reports using final data. See Technical Notes.
MI,MI,2015,April,Number of Deaths,94589,,100,0.046517036864752,Numbers may differ from published reports using final data. See Technical Notes.
MI,MI,2015,May,Number of Deaths,94659,,100,0.045426214094804,Numbers may differ from published reports using final data. See Technical Notes.
MI,MI,2015,June,Number of Deaths,94937,,100,0.048453184743567,Numbers may differ from published reports using final data. See Technical Notes.
MI,MI,2015,July,Number of Deaths,95051,,100,0.052603339259976,Numbers may differ from published reports using final data. See Technical Notes.
MI,MI,2015,August,Number of Deaths,95190,,100,0.051475995377666,Numbers may differ from published reports using final data. See Technical Notes.
MI,MI,2015,September,Number of Deaths,95072,,100,0.048384382362841,Numbers may differ from published reports using final data. See Technical Notes.
MI,MI,2015,October,Number of Deaths,95079,,100,0.044173792320071,Numbers may differ from published reports using final data. See Technical Notes.
MI,MI,2015,November,Number of Deaths,94631,,100,0.041212710422589,Numbers may differ from published reports using final data. See Technical Notes.
MI,MI,2015,December,Number of Deaths,93920,,100,0.033006814310051,Numbers may differ from published reports using final data. See Technical Notes.
MI,MI,2016,January,Number of Deaths,93137,,100,0.034357988769232,Numbers may differ from published reports using final data. See Technical Notes.
MI,MI,2016,February,Number of Deaths,93407,,100,0.034258674403417,Numbers may differ from published reports using final data. See Technical Notes.
MI,MI,2016,March,Number of Deaths,93268,,100,0.036454089291075,Numbers may differ from published reports using final data. See Technical Notes.
MI,MI,2016,April,Number of Deaths,93368,,100,0.041770199640134,Numbers may differ from published reports using final data. See Technical Notes.
MI,MI,2016,May,Number of Deaths,93535,,100,0.044902977495055,Numbers may differ from published reports using final data. See Technical Notes.
MI,MI,2016,June,Number of Deaths,93472,,100,0.049212598425197,Numbers may differ from published reports using final data. See Technical Notes.
MI,MI,2016,July,Number of Deaths,93394,,100,0.050324431976358,Numbers may differ from published reports using final data. See Technical Notes.
MI,MI,2016,August,Number of Deaths,93445,,100,0.05992830006956,Numbers may differ from published reports using final data. See Technical Notes.
MI,MI,2016,September,Number of Deaths,93753,,100,0.062931319531108,Numbers may differ from published reports using final data. See Technical Notes.
MI,MI,2016,October,Number of Deaths,93939,,100,0.068129317961656,Numbers may differ from published reports using final data. See Technical Notes.
MI,MI,2016,November,Number of Deaths,94283,,100,0.071062651803612,Numbers may differ from published reports using final data. See Technical Notes.
MI,MI,2016,December,Number of Deaths,94840,,100,0.087515816111345,Numbers may differ from published reports using final data. See Technical Notes.
MI,MI,2017,January,Number of Deaths,95468,,100,0.084845183726484,Numbers may differ from published reports using final data. See Technical Notes.
MI,MI,2017,February,Number of Deaths,95549,,100,0.085819841128636,Numbers may differ from published reports using final data. See Technical Notes.
MI,MI,2017,March,Number of Deaths,96017,,100,0.085401543476676,Numbers may differ from published reports using final data. See Technical Notes.
MI,MI,2017,April,Number of Deaths,96144,,100,0.080088201031786,Numbers may differ from published reports using final data. See Technical Notes.
MI,MI,2017,May,Number of Deaths,96114,,100,0.076991905445617,Numbers may differ from published reports using final data. See Technical Notes.
MI,MI,2017,June,Number of Deaths,96216,,100,0.071713644300324,Numbers may differ from published reports using final data. See Technical Notes.
MI,MI,2017,July,Number of Deaths,96246,,100,0.06857427841157,Numbers may differ from published reports using final data. See Technical Notes.
MI,MI,2017,August,Number of Deaths,96265,,100,0.063366748039267,Numbers may differ from published reports using final data. See Technical Notes.
MI,MI,2017,September,Number of Deaths,96087,,100,0.06244341065909,Numbers may differ from published reports using final data. See Technical Notes.
MI,MI,2017,October,Number of Deaths,95963,,100,0.059397892937903,Numbers may differ from published reports using final data. See Technical Notes.
MI,MI,2017,November,Number of Deaths,96022,,100,0.059361396346671,Numbers may differ from published reports using final data. See Technical Notes.
MI,MI,2017,December,Number of Deaths,96266,,100,0.056094571292045,Numbers may differ from published reports using final data. See Technical Notes.
MI,MI,2018,January,Number of Deaths,96769,,100,0.076470770598022,Underreported due to incomplete data.
MI,MI,2018,February,Number of Deaths,97111,,100,0.098855948347767,Underreported due to incomplete data.
MI,MI,2018,March,Number of Deaths,96950,,100,0.112429087158329,Underreported due to incomplete data.
MI,MI,2018,April,Number of Deaths,97039,,100,0.136027782644092,Underreported due to incomplete data.
MI,MI,2018,May,Number of Deaths,96953,,100,0.152651284643074,Underreported due to incomplete data.
MI,MI,2018,June,Number of Deaths,97022,,100,0.170064521448744,Underreported due to incomplete data.
MI,MI,2015,January,Number of Drug Overdose Deaths,1796,1816,100,0.045028625340395,Numbers may differ from published reports using final data. See Technical Notes.
MI,MI,2015,February,Number of Drug Overdose Deaths,1822,1843,100,0.045960303124232,Numbers may differ from published reports using final data. See Technical Notes.
MI,MI,2015,March,Number of Drug Overdose Deaths,1861,1882,100,0.045702867589227,Numbers may differ from published reports using final data. See Technical Notes.
MI,MI,2015,April,Number of Drug Overdose Deaths,1941,1964,100,0.046517036864752,Numbers may differ from published reports using final data. See Technical Notes.
MI,MI,2015,May,Number of Drug Overdose Deaths,1986,2009,100,0.045426214094804,Numbers may differ from published reports using final data. See Technical Notes.
MI,MI,2015,June,Number of Drug Overdose Deaths,2012,2036,100,0.048453184743567,Numbers may differ from published reports using final data. See Technical Notes.
MI,MI,2015,July,Number of Drug Overdose Deaths,2017,2043,100,0.052603339259976,Numbers may differ from published reports using final data. See Technical Notes.
MI,MI,2015,August,Number of Drug Overdose Deaths,2009,2034,100,0.051475995377666,Numbers may differ from published reports using final data. See Technical Notes.
MI,MI,2015,September,Number of Drug Overdose Deaths,2006,2030,100,0.048384382362841,Numbers may differ from published reports using final data. See Technical Notes.
MI,MI,2015,October,Number of Drug Overdose Deaths,1997,2019,100,0.044173792320071,Numbers may differ from published reports using final data. See Technical Notes.
MI,MI,2015,November,Number of Drug Overdose Deaths,1997,2018,100,0.041212710422589,Numbers may differ from published reports using final data. See Technical Notes.
MI,MI,2015,December,Number of Drug Overdose Deaths,1973,1991,100,0.033006814310051,Numbers may differ from published reports using final data. See Technical Notes.
MI,MI,2016,January,Number of Drug Overdose Deaths,1944,1963,100,0.034357988769232,Numbers may differ from published reports using final data. See Technical Notes.
MI,MI,2016,February,Number of Drug Overdose Deaths,1963,1982,100,0.034258674403417,Numbers may differ from published reports using final data. See Technical Notes.
MI,MI,2016,March,Number of Drug Overdose Deaths,1975,1995,100,0.036454089291075,Numbers may differ from published reports using final data. See Technical Notes.
MI,MI,2016,April,Number of Drug Overdose Deaths,1927,1948,100,0.041770199640134,Numbers may differ from published reports using final data. See Technical Notes.
MI,MI,2016,May,Number of Drug Overdose Deaths,1927,1949,100,0.044902977495055,Numbers may differ from published reports using final data. See Technical Notes.
MI,MI,2016,June,Number of Drug Overdose Deaths,1926,1949,100,0.049212598425197,Numbers may differ from published reports using final data. See Technical Notes.
MI,MI,2016,July,Number of Drug Overdose Deaths,1950,1974,100,0.050324431976358,Numbers may differ from published reports using final data. See Technical Notes.
MI,MI,2016,August,Number of Drug Overdose Deaths,1977,2005,100,0.05992830006956,Numbers may differ from published reports using final data. See Technical Notes.
MI,MI,2016,September,Number of Drug Overdose Deaths,2013,2042,100,0.062931319531108,Numbers may differ from published reports using final data. See Technical Notes.
MI,MI,2016,October,Number of Drug Overdose Deaths,2108,2140,100,0.068129317961656,Numbers may differ from published reports using final data. See Technical Notes.
MI,MI,2016,November,Number of Drug Overdose Deaths,2193,2228,100,0.071062651803612,Numbers may differ from published reports using final data. See Technical Notes.
MI,MI,2016,December,Number of Drug Overdose Deaths,2342,2386,100,0.087515816111345,Numbers may differ from published reports using final data. See Technical Notes.
MI,MI,2017,January,Number of Drug Overdose Deaths,2435,2479,100,0.084845183726484,Numbers may differ from published reports using final data. See Technical Notes.
MI,MI,2017,February,Number of Drug Overdose Deaths,2469,2514,100,0.085819841128636,Numbers may differ from published reports using final data. See Technical Notes.
MI,MI,2017,March,Number of Drug Overdose Deaths,2491,2537,100,0.085401543476676,Numbers may differ from published reports using final data. See Technical Notes.
MI,MI,2017,April,Number of Drug Overdose Deaths,2511,2555,100,0.080088201031786,Numbers may differ from published reports using final data. See Technical Notes.
MI,MI,2017,May,Number of Drug Overdose Deaths,2547,2590,100,0.076991905445617,Numbers may differ from published reports using final data. See Technical Notes.
MI,MI,2017,June,Number of Drug Overdose Deaths,2591,2632,100,0.071713644300324,Numbers may differ from published reports using final data. See Technical Notes.
MI,MI,2017,July,Number of Drug Overdose Deaths,2630,2670,100,0.06857427841157,Numbers may differ from published reports using final data. See Technical Notes.
MI,MI,2017,August,Number of Drug Overdose Deaths,2696,2735,100,0.063366748039267,Numbers may differ from published reports using final data. See Technical Notes.
MI,MI,2017,September,Number of Drug Overdose Deaths,2725,2764,100,0.06244341065909,Numbers may differ from published reports using final data. See Technical Notes.
MI,MI,2017,October,Number of Drug Overdose Deaths,2707,2744,100,0.059397892937903,Numbers may differ from published reports using final data. See Technical Notes.
MI,MI,2017,November,Number of Drug Overdose Deaths,2708,2745,100,0.059361396346671,Numbers may differ from published reports using final data. See Technical Notes.
MI,MI,2017,December,Number of Drug Overdose Deaths,2665,2700,100,0.056094571292045,Numbers may differ from published reports using final data. See Technical Notes.
MI,MI,2018,January,Number of Drug Overdose Deaths,2643,2665,100,0.076470770598022,Underreported due to incomplete data.
MI,MI,2018,February,Number of Drug Overdose Deaths,2658,2701,100,0.098855948347767,Underreported due to incomplete data.
MI,MI,2018,March,Number of Drug Overdose Deaths,2664,2714,100,0.112429087158329,Underreported due to incomplete data.
MI,MI,2018,April,Number of Drug Overdose Deaths,2673,2736,100,0.136027782644092,Underreported due to incomplete data.
MI,MI,2018,May,Number of Drug Overdose Deaths,2627,2696,100,0.152651284643074,Underreported due to incomplete data.
MI,MI,2018,June,Number of Drug Overdose Deaths,2639,2727,100,0.170064521448744,Underreported due to incomplete data.
MN,MN,2015,January,Number of Deaths,41954,,100,0,Numbers may differ from published reports using final data. See Technical Notes.
MN,MN,2015,February,Number of Deaths,42098,,100,0,Numbers may differ from published reports using final data. See Technical Notes.
MN,MN,2015,March,Number of Deaths,42319,,100,0,Numbers may differ from published reports using final data. See Technical Notes.
MN,MN,2015,April,Number of Deaths,42623,,100,0,Numbers may differ from published reports using final data. See Technical Notes.
MN,MN,2015,May,Number of Deaths,42666,,100,0,Numbers may differ from published reports using final data. See Technical Notes.
MN,MN,2015,June,Number of Deaths,42770,,100,0,Numbers may differ from published reports using final data. See Technical Notes.
MN,MN,2015,July,Number of Deaths,42851,,100,0,Numbers may differ from published reports using final data. See Technical Notes.
MN,MN,2015,August,Number of Deaths,43041,,100,0,Numbers may differ from published reports using final data. See Technical Notes.
MN,MN,2015,September,Number of Deaths,43112,,100,0,Numbers may differ from published reports using final data. See Technical Notes.
MN,MN,2015,October,Number of Deaths,43207,,100,0,Numbers may differ from published reports using final data. See Technical Notes.
MN,MN,2015,November,Number of Deaths,43022,,100,0,Numbers may differ from published reports using final data. See Technical Notes.
MN,MN,2015,December,Number of Deaths,42713,,100,0,Numbers may differ from published reports using final data. See Technical Notes.
MN,MN,2016,January,Number of Deaths,42576,,100,0,Numbers may differ from published reports using final data. See Technical Notes.
MN,MN,2016,February,Number of Deaths,42746,,100,0,Numbers may differ from published reports using final data. See Technical Notes.
MN,MN,2016,March,Number of Deaths,42655,,100,0,Numbers may differ from published reports using final data. See Technical Notes.
MN,MN,2016,April,Number of Deaths,42590,,100,0,Numbers may differ from published reports using final data. See Technical Notes.
MN,MN,2016,May,Number of Deaths,42526,,100,0,Numbers may differ from published reports using final data. See Technical Notes.
MN,MN,2016,June,Number of Deaths,42535,,100,0,Numbers may differ from published reports using final data. See Technical Notes.
MN,MN,2016,July,Number of Deaths,42556,,100,0,Numbers may differ from published reports using final data. See Technical Notes.
MN,MN,2016,August,Number of Deaths,42560,,100,0,Numbers may differ from published reports using final data. See Technical Notes.
MN,MN,2016,September,Number of Deaths,42690,,100,0,Numbers may differ from published reports using final data. See Technical Notes.
MN,MN,2016,October,Number of Deaths,42767,,100,0,Numbers may differ from published reports using final data. See Technical Notes.
MN,MN,2016,November,Number of Deaths,42946,,100,0,Numbers may differ from published reports using final data. See Technical Notes.
MN,MN,2016,December,Number of Deaths,43134,,100,0,Numbers may differ from published reports using final data. See Technical Notes.
MN,MN,2017,January,Number of Deaths,43129,,100,0,Numbers may differ from published reports using final data. See Technical Notes.
MN,MN,2017,February,Number of Deaths,43284,,100,0,Numbers may differ from published reports using final data. See Technical Notes.
MN,MN,2017,March,Number of Deaths,43480,,100,0,Numbers may differ from published reports using final data. See Technical Notes.
MN,MN,2017,April,Number of Deaths,43647,,100,0,Numbers may differ from published reports using final data. See Technical Notes.
MN,MN,2017,May,Number of Deaths,43865,,100,0,Numbers may differ from published reports using final data. See Technical Notes.
MN,MN,2017,June,Number of Deaths,43837,,100,0,Numbers may differ from published reports using final data. See Technical Notes.
MN,MN,2017,July,Number of Deaths,43878,,100,0,Numbers may differ from published reports using final data. See Technical Notes.
MN,MN,2017,August,Number of Deaths,43902,,100,0,Numbers may differ from published reports using final data. See Technical Notes.
MN,MN,2017,September,Number of Deaths,43932,,100,0,Numbers may differ from published reports using final data. See Technical Notes.
MN,MN,2017,October,Number of Deaths,43983,,100,0,Numbers may differ from published reports using final data. See Technical Notes.
MN,MN,2017,November,Number of Deaths,44136,,100,0,Numbers may differ from published reports using final data. See Technical Notes.
MN,MN,2017,December,Number of Deaths,44295,,100,0,Numbers may differ from published reports using final data. See Technical Notes.
MN,MN,2018,January,Number of Deaths,44682,,100,0,Underreported due to incomplete data.
MN,MN,2018,February,Number of Deaths,44721,,100,0,Underreported due to incomplete data.
MN,MN,2018,March,Number of Deaths,44529,,100,0,Underreported due to incomplete data.
MN,MN,2018,April,Number of Deaths,44418,,100,0,Underreported due to incomplete data.
MN,MN,2018,May,Number of Deaths,44354,,100,0,Underreported due to incomplete data.
MN,MN,2018,June,Number of Deaths,44410,,100,0,Underreported due to incomplete data.
MN,MN,2015,January,Number of Drug Overdose Deaths,530,532,100,0,Numbers may differ from published reports using final data. See Technical Notes.
MN,MN,2015,February,Number of Drug Overdose Deaths,523,525,100,0,Numbers may differ from published reports using final data. See Technical Notes.
MN,MN,2015,March,Number of Drug Overdose Deaths,529,531,100,0,Numbers may differ from published reports using final data. See Technical Notes.
MN,MN,2015,April,Number of Drug Overdose Deaths,541,543,100,0,Numbers may differ from published reports using final data. See Technical Notes.
MN,MN,2015,May,Number of Drug Overdose Deaths,550,552,100,0,Numbers may differ from published reports using final data. See Technical Notes.
MN,MN,2015,June,Number of Drug Overdose Deaths,544,546,100,0,Numbers may differ from published reports using final data. See Technical Notes.
MN,MN,2015,July,Number of Drug Overdose Deaths,549,551,100,0,Numbers may differ from published reports using final data. See Technical Notes.
MN,MN,2015,August,Number of Drug Overdose Deaths,563,565,100,0,Numbers may differ from published reports using final data. See Technical Notes.
MN,MN,2015,September,Number of Drug Overdose Deaths,574,576,100,0,Numbers may differ from published reports using final data. See Technical Notes.
MN,MN,2015,October,Number of Drug Overdose Deaths,586,589,100,0,Numbers may differ from published reports using final data. See Technical Notes.
MN,MN,2015,November,Number of Drug Overdose Deaths,588,591,100,0,Numbers may differ from published reports using final data. See Technical Notes.
MN,MN,2015,December,Number of Drug Overdose Deaths,592,595,100,0,Numbers may differ from published reports using final data. See Technical Notes.
MN,MN,2016,January,Number of Drug Overdose Deaths,607,610,100,0,Numbers may differ from published reports using final data. See Technical Notes.
MN,MN,2016,February,Number of Drug Overdose Deaths,631,634,100,0,Numbers may differ from published reports using final data. See Technical Notes.
MN,MN,2016,March,Number of Drug Overdose Deaths,626,629,100,0,Numbers may differ from published reports using final data. See Technical Notes.
MN,MN,2016,April,Number of Drug Overdose Deaths,627,630,100,0,Numbers may differ from published reports using final data. See Technical Notes.
MN,MN,2016,May,Number of Drug Overdose Deaths,631,634,100,0,Numbers may differ from published reports using final data. See Technical Notes.
MN,MN,2016,June,Number of Drug Overdose Deaths,649,652,100,0,Numbers may differ from published reports using final data. See Technical Notes.
MN,MN,2016,July,Number of Drug Overdose Deaths,645,648,100,0,Numbers may differ from published reports using final data. See Technical Notes.
MN,MN,2016,August,Number of Drug Overdose Deaths,649,652,100,0,Numbers may differ from published reports using final data. See Technical Notes.
MN,MN,2016,September,Number of Drug Overdose Deaths,647,650,100,0,Numbers may differ from published reports using final data. See Technical Notes.
MN,MN,2016,October,Number of Drug Overdose Deaths,638,641,100,0,Numbers may differ from published reports using final data. See Technical Notes.
MN,MN,2016,November,Number of Drug Overdose Deaths,654,657,100,0,Numbers may differ from published reports using final data. See Technical Notes.
MN,MN,2016,December,Number of Drug Overdose Deaths,664,667,100,0,Numbers may differ from published reports using final data. See Technical Notes.
MN,MN,2017,January,Number of Drug Overdose Deaths,655,658,100,0,Numbers may differ from published reports using final data. See Technical Notes.
MN,MN,2017,February,Number of Drug Overdose Deaths,652,655,100,0,Numbers may differ from published reports using final data. See Technical Notes.
MN,MN,2017,March,Number of Drug Overdose Deaths,664,667,100,0,Numbers may differ from published reports using final data. See Technical Notes.
MN,MN,2017,April,Number of Drug Overdose Deaths,668,671,100,0,Numbers may differ from published reports using final data. See Technical Notes.
MN,MN,2017,May,Number of Drug Overdose Deaths,676,679,100,0,Numbers may differ from published reports using final data. See Technical Notes.
MN,MN,2017,June,Number of Drug Overdose Deaths,685,688,100,0,Numbers may differ from published reports using final data. See Technical Notes.
MN,MN,2017,July,Number of Drug Overdose Deaths,686,689,100,0,Numbers may differ from published reports using final data. See Technical Notes.
MN,MN,2017,August,Number of Drug Overdose Deaths,698,701,100,0,Numbers may differ from published reports using final data. See Technical Notes.
MN,MN,2017,September,Number of Drug Overdose Deaths,720,723,100,0,Numbers may differ from published reports using final data. See Technical Notes.
MN,MN,2017,October,Number of Drug Overdose Deaths,727,730,100,0,Numbers may differ from published reports using final data. See Technical Notes.
MN,MN,2017,November,Number of Drug Overdose Deaths,729,732,100,0,Numbers may differ from published reports using final data. See Technical Notes.
MN,MN,2017,December,Number of Drug Overdose Deaths,728,731,100,0,Numbers may differ from published reports using final data. See Technical Notes.
MN,MN,2018,January,Number of Drug Overdose Deaths,718,715,100,0,Underreported due to incomplete data.
MN,MN,2018,February,Number of Drug Overdose Deaths,719,719,100,0,Underreported due to incomplete data.
MN,MN,2018,March,Number of Drug Overdose Deaths,713,713,100,0,Underreported due to incomplete data.
MN,MN,2018,April,Number of Drug Overdose Deaths,698,698,100,0,Underreported due to incomplete data.
MN,MN,2018,May,Number of Drug Overdose Deaths,689,689,100,0,Underreported due to incomplete data.
MN,MN,2018,June,Number of Drug Overdose Deaths,676,679,100,0,Underreported due to incomplete data.
MO,MO,2015,January,Number of Deaths,60902,,100,0.018061804210042,Numbers may differ from published reports using final data. See Technical Notes.
MO,MO,2015,February,Number of Deaths,61478,,100,0.016265981326653,Numbers may differ from published reports using final data. See Technical Notes.
MO,MO,2015,March,Number of Deaths,61767,,100,0.019427849822721,Numbers may differ from published reports using final data. See Technical Notes.
MO,MO,2015,April,Number of Deaths,61945,,100,0.019372023569295,Numbers may differ from published reports using final data. See Technical Notes.
MO,MO,2015,May,Number of Deaths,62138,,100,0.024139817824842,Numbers may differ from published reports using final data. See Technical Notes.
MO,MO,2015,June,Number of Deaths,62053,,100,0.029007461363673,Numbers may differ from published reports using final data. See Technical Notes.
MO,MO,2015,July,Number of Deaths,62257,,100,0.02891241145574,Numbers may differ from published reports using final data. See Technical Notes.
MO,MO,2015,August,Number of Deaths,62314,,100,0.028885964630741,Numbers may differ from published reports using final data. See Technical Notes.
MO,MO,2015,September,Number of Deaths,62510,,100,0.028795392737162,Numbers may differ from published reports using final data. See Technical Notes.
MO,MO,2015,October,Number of Deaths,62571,,100,0.027169135861661,Numbers may differ from published reports using final data. See Technical Notes.
MO,MO,2015,November,Number of Deaths,62541,,100,0.030380070673638,Numbers may differ from published reports using final data. See Technical Notes.
MO,MO,2015,December,Number of Deaths,61995,,100,0.029034599564481,Numbers may differ from published reports using final data. See Technical Notes.
MO,MO,2016,January,Number of Deaths,61427,,100,0.027675126573005,Numbers may differ from published reports using final data. See Technical Notes.
MO,MO,2016,February,Number of Deaths,61186,,100,0.027784133625339,Numbers may differ from published reports using final data. See Technical Notes.
MO,MO,2016,March,Number of Deaths,60919,,100,0.027905907844843,Numbers may differ from published reports using final data. See Technical Notes.
MO,MO,2016,April,Number of Deaths,61039,,100,0.027851046052524,Numbers may differ from published reports using final data. See Technical Notes.
MO,MO,2016,May,Number of Deaths,60964,,100,0.022964372416508,Numbers may differ from published reports using final data. See Technical Notes.
MO,MO,2016,June,Number of Deaths,61135,,100,0.024535863253456,Numbers may differ from published reports using final data. See Technical Notes.
MO,MO,2016,July,Number of Deaths,61118,,100,0.02454268791518,Numbers may differ from published reports using final data. See Technical Notes.
MO,MO,2016,August,Number of Deaths,61319,,100,0.0244622384579,Numbers may differ from published reports using final data. See Technical Notes.
MO,MO,2016,September,Number of Deaths,61271,,100,0.024481402294723,Numbers may differ from published reports using final data. See Technical Notes.
MO,MO,2016,October,Number of Deaths,61393,,100,0.022803902725066,Numbers may differ from published reports using final data. See Technical Notes.
MO,MO,2016,November,Number of Deaths,61411,,100,0.017912100438032,Numbers may differ from published reports using final data. See Technical Notes.
MO,MO,2016,December,Number of Deaths,61888,,100,0.017774043433299,Numbers may differ from published reports using final data. See Technical Notes.
MO,MO,2017,January,Number of Deaths,62663,,100,0.020745894706605,Numbers may differ from published reports using final data. See Technical Notes.
MO,MO,2017,February,Number of Deaths,63125,,100,0.025346534653465,Numbers may differ from published reports using final data. See Technical Notes.
MO,MO,2017,March,Number of Deaths,63553,,100,0.022028857803723,Numbers may differ from published reports using final data. See Technical Notes.
MO,MO,2017,April,Number of Deaths,63345,,100,0.020522535322441,Numbers may differ from published reports using final data. See Technical Notes.
MO,MO,2017,May,Number of Deaths,63485,,100,0.020477278097188,Numbers may differ from published reports using final data. See Technical Notes.
MO,MO,2017,June,Number of Deaths,63516,,100,0.014169658038919,Numbers may differ from published reports using final data. See Technical Notes.
MO,MO,2017,July,Number of Deaths,63679,,100,0.012563011353822,Numbers may differ from published reports using final data. See Technical Notes.
MO,MO,2017,August,Number of Deaths,63740,,100,0.014119861939128,Numbers may differ from published reports using final data. See Technical Notes.
MO,MO,2017,September,Number of Deaths,63926,,100,0.017207396051685,Numbers may differ from published reports using final data. See Technical Notes.
MO,MO,2017,October,Number of Deaths,63893,,100,0.018781400153381,Numbers may differ from published reports using final data. See Technical Notes.
MO,MO,2017,November,Number of Deaths,64027,,100,0.02811313976916,Numbers may differ from published reports using final data. See Technical Notes.
MO,MO,2017,December,Number of Deaths,64202,,100,0.028036509766051,Numbers may differ from published reports using final data. See Technical Notes.
MO,MO,2018,January,Number of Deaths,64831,,100,0.024679551449152,Underreported due to incomplete data.
MO,MO,2018,February,Number of Deaths,64983,,100,0.021544096148223,Underreported due to incomplete data.
MO,MO,2018,March,Number of Deaths,64911,,100,0.023108564033831,Underreported due to incomplete data.
MO,MO,2018,April,Number of Deaths,65301,,100,0.02143918163581,Underreported due to incomplete data.
MO,MO,2018,May,Number of Deaths,65397,,100,0.024465954095754,Underreported due to incomplete data.
MO,MO,2018,June,Number of Deaths,65426,,100,0.027511998288142,Underreported due to incomplete data.
MO,MO,2015,January,Number of Drug Overdose Deaths,1108,1116,100,0.018061804210042,Numbers may differ from published reports using final data. See Technical Notes.
MO,MO,2015,February,Number of Drug Overdose Deaths,1107,1114,100,0.016265981326653,Numbers may differ from published reports using final data. See Technical Notes.
MO,MO,2015,March,Number of Drug Overdose Deaths,1092,1100,100,0.019427849822721,Numbers may differ from published reports using final data. See Technical Notes.
MO,MO,2015,April,Number of Drug Overdose Deaths,1072,1080,100,0.019372023569295,Numbers may differ from published reports using final data. See Technical Notes.
MO,MO,2015,May,Number of Drug Overdose Deaths,1093,1102,100,0.024139817824842,Numbers may differ from published reports using final data. See Technical Notes.
MO,MO,2015,June,Number of Drug Overdose Deaths,1116,1126,100,0.029007461363673,Numbers may differ from published reports using final data. See Technical Notes.
MO,MO,2015,July,Number of Drug Overdose Deaths,1103,1113,100,0.02891241145574,Numbers may differ from published reports using final data. See Technical Notes.
MO,MO,2015,August,Number of Drug Overdose Deaths,1070,1079,100,0.028885964630741,Numbers may differ from published reports using final data. See Technical Notes.
MO,MO,2015,September,Number of Drug Overdose Deaths,1081,1091,100,0.028795392737162,Numbers may differ from published reports using final data. See Technical Notes.
MO,MO,2015,October,Number of Drug Overdose Deaths,1071,1080,100,0.027169135861661,Numbers may differ from published reports using final data. See Technical Notes.
MO,MO,2015,November,Number of Drug Overdose Deaths,1090,1100,100,0.030380070673638,Numbers may differ from published reports using final data. See Technical Notes.
MO,MO,2015,December,Number of Drug Overdose Deaths,1087,1097,100,0.029034599564481,Numbers may differ from published reports using final data. See Technical Notes.
MO,MO,2016,January,Number of Drug Overdose Deaths,1096,1105,100,0.027675126573005,Numbers may differ from published reports using final data. See Technical Notes.
MO,MO,2016,February,Number of Drug Overdose Deaths,1121,1131,100,0.027784133625339,Numbers may differ from published reports using final data. See Technical Notes.
MO,MO,2016,March,Number of Drug Overdose Deaths,1129,1139,100,0.027905907844843,Numbers may differ from published reports using final data. See Technical Notes.
MO,MO,2016,April,Number of Drug Overdose Deaths,1150,1160,100,0.027851046052524,Numbers may differ from published reports using final data. See Technical Notes.
MO,MO,2016,May,Number of Drug Overdose Deaths,1147,1156,100,0.022964372416508,Numbers may differ from published reports using final data. See Technical Notes.
MO,MO,2016,June,Number of Drug Overdose Deaths,1157,1166,100,0.024535863253456,Numbers may differ from published reports using final data. See Technical Notes.
MO,MO,2016,July,Number of Drug Overdose Deaths,1192,1202,100,0.02454268791518,Numbers may differ from published reports using final data. See Technical Notes.
MO,MO,2016,August,Number of Drug Overdose Deaths,1236,1246,100,0.0244622384579,Numbers may differ from published reports using final data. See Technical Notes.
MO,MO,2016,September,Number of Drug Overdose Deaths,1247,1257,100,0.024481402294723,Numbers may differ from published reports using final data. See Technical Notes.
MO,MO,2016,October,Number of Drug Overdose Deaths,1288,1298,100,0.022803902725066,Numbers may differ from published reports using final data. See Technical Notes.
